ID,DemAffl,DemAge,DemGender,PromClass,PromSpend,PromTime,TargetBuy
9848975,7,46,F,Gold,9000.0,5,0
9849459,,75,F,Gold,10000.0,4,0
9850031,13,55,F,Tin,0.01,9,0
9850244,13,76,M,Platinum,22000.0,6,0
9850465,10,57,F,Tin,0.01,5,0
9852247,8,52,F,Tin,0.01,8,0
9853898,,58,F,Silver,600.0,4,0
9855378,10,49,F,Tin,0.01,5,0
9857524,13,41,F,Tin,0.01,10,0
9857885,11,57,F,Silver,300.0,8,0
9858261,7,49,M,Silver,2000.0,1,0
9858830,10,64,F,Tin,0.01,5,1
9860258,8,76,U,Gold,6000.0,1,0
9860398,12,55,F,Silver,3000.0,1,1
9860894,11,33,F,Platinum,66000.0,4,1
9861602,12,70,,Gold,8400.0,8,0
9863133,3,52,M,Gold,6053.35,6,0
9863524,3,67,U,Gold,9000.0,8,0
9863907,6,50,M,Tin,0.01,5,0
9867317,6,42,F,Tin,0.01,5,1
9867929,4,59,F,Tin,0.01,5,0
9867996,7,32,M,Silver,600.0,4,1
9868844,10,66,M,Silver,1500.0,7,0
9871276,8,59,F,Tin,0.01,8,0
9872558,6,46,F,Tin,0.01,5,0
9873279,9,39,F,Tin,0.01,4,0
9873937,5,36,F,Tin,0.01,8,1
9874321,6,,F,Tin,0.01,5,0
9874615,11,42,U,Tin,0.01,,0
9875115,6,29,F,Tin,0.01,5,0
9875611,16,41,U,Tin,0.01,8,1
9876944,8,46,F,Gold,6755.3,1,0
9879404,8,57,,Silver,2000.0,2,0
9879617,4,68,U,Gold,20000.0,2,0
9880909,9,54,M,Silver,5000.0,4,0
9881336,,48,F,Silver,50.0,3,0
9882227,8,67,,Gold,12000.0,8,0
9882715,9,78,F,Gold,9000.0,8,1
9882901,9,48,,Silver,3000.0,7,0
9883835,8,59,F,Silver,2800.0,8,0
9886249,4,74,F,Silver,500.0,12,0
9887326,4,50,U,Gold,5582.4,8,0
9887431,9,48,F,Tin,0.01,5,1
9888012,5,,M,Gold,10000.0,5,0
9888454,5,71,F,Gold,6000.0,12,0
9888527,11,41,F,Gold,6000.0,1,1
9889035,13,36,M,Tin,0.01,5,1
9889108,7,56,,Platinum,40053.34,8,1
9891269,11,56,F,Silver,3000.0,2,0
9891439,,73,F,Gold,19000.0,4,0
9892338,17,35,F,Silver,1620.0,5,1
9894187,11,,F,Silver,3920.0,4,1
9895647,11,72,M,Silver,300.0,8,0
9897399,8,43,,Tin,0.01,4,0
9897798,12,61,F,Gold,9000.0,3,0
9901973,7,35,F,Silver,100.0,3,1
9904654,13,69,F,Gold,10050.0,4,1
9904859,9,26,F,Silver,500.0,8,1
9905847,7,71,F,Gold,12900.0,15,0
9906592,,49,M,Tin,0.01,8,0
9907343,12,72,F,Gold,6000.0,3,0
9911154,9,60,,Gold,6000.0,1,0
9911316,16,47,F,Tin,0.01,4,1
9911448,8,29,F,Tin,0.01,4,0
9912037,9,38,F,Silver,500.01,10,1
9912304,7,59,F,Silver,1020.0,11,1
9912940,9,,M,Tin,0.01,5,0
9914978,14,50,,Gold,12000.0,2,0
9915559,10,59,M,Silver,1000.0,17,1
9915923,5,36,F,Silver,4000.0,,1
9918477,8,45,U,Tin,0.01,4,0
9919481,10,70,F,Silver,1500.0,5,0
9920277,6,55,F,Gold,6000.0,2,0
9920900,9,63,,Gold,8846.24,4,0
9921648,,53,,Tin,0.01,9,0
9923578,7,,F,Gold,6000.0,2,0
9923977,5,72,M,Silver,4172.52,2,0
9924574,8,73,F,Gold,18053.35,6,0
9924957,11,,,Platinum,20229.85,3,0
9925457,,63,M,Silver,4500.0,2,0
9926070,7,75,F,Platinum,30000.0,4,0
9926143,10,52,F,Tin,0.01,5,1
9927921,7,45,F,Tin,0.01,10,0
9928529,12,75,M,Gold,6000.0,5,1
9929738,10,73,,Gold,5500.0,7,1
9929924,4,44,M,Silver,50.0,2,0
9934308,7,,M,Gold,6000.0,6,0
9934456,6,45,,Gold,19447.34,10,0
9935797,8,48,U,Silver,1420.0,6,0
9936491,8,63,F,Tin,0.01,8,0
9936785,8,60,U,Silver,4000.0,9,0
9939385,11,33,F,Silver,360.0,9,1
9940324,4,49,F,Silver,3000.0,3,0
9940715,7,74,M,Gold,7000.0,2,1
9941436,10,70,,Gold,6000.0,6,0
9941649,7,39,F,Tin,0.01,4,1
9942890,4,44,F,Silver,70.0,2,0
9943277,,50,M,Silver,1000.0,8,0
9944125,9,59,F,Silver,1000.02,5,0
9944877,7,65,U,Gold,12000.0,4,0
9945385,12,32,M,Tin,0.01,4,1
9945903,12,76,F,Gold,10850.0,3,0
9947833,7,35,F,Silver,1300.0,2,1
9948961,6,77,M,Silver,2000.0,1,0
9949542,4,51,F,Silver,3000.0,4,0
9951768,8,33,F,Gold,12500.0,1,1
9952276,13,56,F,Tin,0.01,5,1
9953981,10,30,F,Silver,1500.0,8,1
9954317,2,47,M,Tin,0.01,10,0
9954805,7,79,U,Gold,6000.0,2,0
9955550,5,50,F,Gold,9146.05,8,1
9956271,6,,M,Gold,6053.35,31,0
9957294,7,37,M,Gold,13666.69,7,0
9957685,5,50,M,Tin,0.01,4,0
9957774,9,72,F,Gold,12000.0,11,0
9958649,5,53,F,Tin,0.01,5,0
9958797,4,59,M,Silver,960.0,5,0
9959823,6,62,F,Gold,17000.0,2,0
9960570,13,54,F,Gold,6000.0,2,1
9960694,14,61,F,Silver,1000.0,5,1
9960856,6,51,,Tin,0.01,8,0
9963286,15,39,F,Tin,0.01,5,1
9963650,11,34,F,Tin,0.01,5,1
9967117,13,68,F,Silver,3000.0,7,0
9967419,13,54,F,Tin,0.01,8,1
9967524,11,59,M,Gold,10000.0,1,0
9969586,10,70,F,Silver,2723.77,23,0
9970894,5,51,,Platinum,34062.49,26,0
9971262,10,51,M,Tin,0.01,5,0
9972153,5,69,F,Tin,0.01,4,0
9975306,9,29,F,Gold,6000.0,2,0
9976507,16,31,F,Silver,1000.0,5,1
9976906,9,54,,Tin,0.01,8,0
9979018,7,48,F,Tin,0.01,5,1
9979808,8,46,,Silver,1000.0,5,0
9981829,11,73,F,Silver,4424.0,7,0
9982507,8,76,F,Gold,6000.0,18,0
9982906,15,72,U,Silver,3000.0,5,0
9983163,,68,M,Gold,6000.0,2,0
9983376,6,50,M,Silver,600.0,9,0
9984062,,54,F,Tin,0.01,5,0
9984895,8,48,F,Silver,100.0,1,0
9985190,3,62,,Gold,6500.0,1,0
9985247,8,60,F,Tin,0.01,4,0
9985514,5,57,M,Tin,0.01,10,0
9988521,3,60,,Silver,0.02,8,0
9988823,11,39,U,Gold,5850.0,2,1
9989552,4,38,F,Gold,9000.0,3,0
9991514,6,,M,Gold,6000.0,2,0
9992804,8,62,F,Silver,1000.0,5,0
9993746,12,46,F,Silver,2035.88,2,1
9994572,13,33,F,Tin,0.01,5,1
9995617,9,79,F,Silver,5000.0,5,1
9996540,7,62,F,Tin,0.01,6,0
9996907,5,38,M,Gold,17555.03,4,0
9997563,9,53,F,Silver,1500.0,8,0
9999248,13,51,F,Gold,5286.11,5,0
9999914,4,58,U,Tin,0.01,5,0
10001417,11,55,F,Silver,1000.0,5,0
10001557,11,66,F,Gold,10000.0,5,1
10002596,23,32,F,Tin,0.01,4,1
10002847,12,50,F,Silver,1960.0,8,0
10003800,9,33,,Tin,0.01,8,1
10004009,9,73,F,Gold,8053.35,7,0
10005099,9,,M,Silver,4000.0,13,0
10006303,5,62,F,Gold,12000.0,5,0
10006834,10,65,F,Silver,5000.0,4,0
10006958,6,64,F,Gold,9053.35,7,0
10007016,4,30,F,Tin,0.01,8,0
10007113,8,47,M,Silver,2000.0,8,0
10008861,9,45,M,Tin,0.01,4,0
10009876,11,70,U,Gold,7088.14,11,0
10010823,7,44,F,Tin,0.01,5,0
10011196,8,67,M,Silver,3000.0,8,0
10011412,4,50,,Tin,0.01,4,0
10012087,8,38,,Silver,300.0,10,1
10012729,5,44,M,Gold,6000.0,4,0
10013954,14,49,,Silver,1000.0,6,0
10014799,10,44,F,Tin,0.01,5,1
10016171,9,44,M,Tin,0.01,9,0
10016481,8,72,F,Silver,4500.0,5,1
10017518,6,35,F,Tin,0.01,6,1
10017631,3,48,M,Tin,0.01,5,0
10019944,10,53,U,Silver,1200.0,7,0
10020403,11,41,U,Silver,160.0,1,1
10020624,9,50,F,Tin,0.01,5,0
10021493,13,29,,Tin,0.01,8,1
10021663,16,77,M,Silver,1500.0,6,0
10021795,9,45,M,Tin,0.01,5,0
10022465,12,37,M,Gold,6000.0,1,0
10023003,7,53,M,Gold,11000.0,,0
10023267,5,53,,Gold,10000.0,1,0
10023585,5,55,,Gold,6105.32,8,0
10027041,5,75,,Silver,2000.0,4,0
10028358,18,55,F,Silver,3000.0,7,0
10030034,9,58,F,Gold,6000.0,2,0
10030522,10,70,M,Platinum,20765.47,3,0
10031332,5,44,M,Silver,2000.0,6,0
10032649,4,68,M,Gold,10800.0,9,0
10034293,4,62,M,Gold,6000.0,2,0
10034668,15,35,F,Tin,0.01,7,1
10035044,9,68,U,Gold,11000.0,25,0
10035818,14,43,F,Gold,6000.01,7,1
10036563,8,68,U,Silver,2282.97,21,0
10037071,7,62,F,Gold,9300.0,9,0
10038132,6,,,Tin,0.01,9,0
10038434,17,38,F,Tin,0.01,6,1
10040021,10,38,F,Gold,5089.7,6,0
10040501,,71,M,Gold,10500.0,16,0
10040684,10,69,U,Gold,10050.99,3,0
10041176,7,45,F,Silver,5000.0,9,0
10043128,6,74,,Silver,50.0,2,0
10043470,12,48,M,Gold,6000.0,2,0
10044469,15,70,F,Gold,6053.35,5,0
10044876,13,54,F,Tin,0.01,8,0
10046046,,49,F,Gold,10000.0,6,0
10046542,7,,,Silver,1500.0,13,0
10047840,10,72,U,Silver,5000.0,5,0
10047921,,55,F,Tin,0.01,5,0
10048596,12,52,F,Gold,5465.13,3,0
10048804,14,70,U,Gold,6000.0,5,0
10049045,7,64,F,Gold,6000.0,2,0
10052402,15,32,M,Silver,600.0,3,1
10053654,,30,F,Tin,0.01,8,1
10053700,9,65,F,Gold,9053.35,7,0
10053824,17,46,F,Tin,0.01,5,1
10054243,17,53,F,Tin,0.01,5,1
10054960,4,29,F,Tin,0.01,5,0
10055215,16,47,M,Silver,4884.25,8,0
10056416,7,35,F,Silver,1000.0,2,1
10058273,4,42,F,Tin,0.01,7,1
10058346,8,51,F,Platinum,27000.0,4,0
10058605,9,49,M,Tin,0.01,4,0
10060316,11,43,M,Tin,0.01,7,1
10060421,10,49,F,Platinum,21500.0,12,0
10060561,10,25,M,Silver,420.0,1,0
10061002,11,58,F,Silver,0.02,9,1
10061258,9,70,F,Silver,250.0,13,0
10062777,13,46,F,Gold,12000.0,8,0
10063137,11,31,M,Silver,0.02,7,1
10063242,8,35,F,Tin,0.01,5,1
10064788,16,50,U,Gold,6053.34,4,1
10064877,5,50,,Silver,3000.0,1,0
10066071,9,66,M,Gold,14800.32,14,0
10066446,7,43,M,Tin,0.01,4,0
10067574,9,44,F,Gold,5747.17,2,1
10069003,13,39,F,Gold,7500.0,4,1
10069488,11,59,F,Silver,1000.0,6,0
10069739,16,38,F,Silver,2700.0,5,1
10071172,15,,F,Tin,0.01,9,1
10071261,8,37,M,Tin,0.01,4,0
10071598,12,70,M,Silver,2000.0,2,0
10072322,11,36,F,Silver,1050.0,1,1
10072942,11,40,F,Silver,2000.0,14,1
10073051,8,57,M,Gold,12053.35,7,0
10073906,10,37,F,Tin,0.01,7,1
10077421,7,,F,Silver,1250.01,4,0
10078045,9,51,M,Tin,0.01,8,0
10078207,12,76,U,Gold,6000.0,2,0
10079130,6,38,M,Tin,0.01,5,0
10079696,,57,,Gold,6000.0,6,1
10080058,12,34,F,Tin,0.01,5,1
10080597,6,55,F,Silver,3000.0,6,1
10081968,6,55,M,Silver,2000.0,21,0
10082603,5,47,,Gold,18600.0,8,0
10086625,,60,M,Tin,0.01,5,0
10086714,7,43,F,Silver,5000.0,1,1
10087591,10,55,M,Silver,2500.0,8,0
10087699,6,67,F,Tin,0.01,8,0
10088962,,53,M,Silver,4035.57,5,0
10091033,12,47,,Tin,0.01,5,0
10091130,11,60,,Silver,1000.0,1,0
10092609,12,47,F,Silver,3000.0,3,0
10093885,8,37,F,Gold,8750.0,6,1
10094091,9,49,M,Silver,1920.0,4,0
10094202,6,28,F,Silver,3000.0,3,0
10094636,7,30,F,Silver,3040.0,5,1
10095306,9,56,F,Silver,4449.0,1,1
10096175,16,61,,Silver,500.0,9,0
10096450,7,62,F,Gold,6000.0,1,0
10096566,7,62,U,Gold,10050.0,4,0
10096736,10,79,,Gold,6000.0,1,0
10097309,7,47,,Silver,1100.0,8,0
10097694,10,52,F,Gold,6000.0,3,0
10098720,10,38,M,Gold,13000.0,8,0
10099697,14,70,F,Silver,3720.39,21,0
10100032,10,40,U,Tin,0.01,8,0
10100504,8,50,M,Gold,6000.0,6,0
10102884,13,65,F,Gold,6053.35,6,1
10103104,,23,,Silver,420.0,1,1
10104224,15,42,U,Silver,1000.0,5,1
10105174,13,34,F,Tin,0.01,4,1
10107290,8,76,F,Gold,6000.0,4,0
10109323,15,46,F,Tin,0.01,5,0
10109994,7,61,F,Gold,14300.0,9,0
10110321,6,,M,Gold,12000.0,8,0
10110666,9,48,M,Silver,1000.0,8,1
10111506,3,54,M,Tin,0.01,5,0
10113010,9,43,F,Tin,0.01,5,0
10113118,8,60,F,Silver,1000.0,4,0
10114394,10,,F,Silver,100.01,8,1
10114475,4,64,M,Silver,1000.0,6,0
10115463,5,38,M,Silver,1250.0,5,1
10115846,7,60,M,Gold,6000.0,2,0
10116818,10,44,M,Gold,18000.0,6,1
10116974,9,60,M,Tin,0.01,7,0
10117261,7,34,F,Tin,0.01,5,0
10118128,3,60,,Silver,5000.0,7,0
10121455,12,40,M,Tin,0.01,4,0
10121900,8,56,F,Gold,7357.9,1,0
10122591,7,66,F,Platinum,20399.2,3,0
10123148,10,67,,Silver,3000.0,5,0
10123555,11,51,F,Tin,0.01,5,0
10124594,13,62,F,Silver,1530.0,9,1
10125043,5,40,F,Tin,0.01,7,0
10125663,14,43,F,Tin,0.01,5,0
10125868,11,21,U,Gold,6000.0,2,0
10127070,8,41,,Tin,0.01,8,0
10127429,7,45,F,Tin,0.01,6,0
10128344,13,58,M,Gold,12053.35,7,0
10129111,7,65,F,Gold,6000.0,2,0
10129367,,79,M,Gold,6000.0,2,0
10129847,4,31,F,Tin,0.01,8,0
10130012,4,53,U,Tin,0.01,5,0
10130527,14,32,U,Silver,1000.0,9,0
10131698,10,70,F,Silver,2500.0,4,0
10132023,7,77,U,Gold,9500.0,4,0
10132333,8,43,M,Gold,6053.35,5,0
10132740,9,62,F,Platinum,21000.0,2,0
10132953,5,67,M,Gold,12000.0,2,0
10134417,8,50,,Gold,10884.25,8,0
10134700,10,28,F,Tin,0.01,7,0
10135707,7,,F,Tin,0.01,5,0
10135839,9,62,M,Gold,10000.0,16,0
10135952,5,53,U,Tin,0.01,5,0
10136789,8,35,M,Silver,50.0,9,1
10137211,12,33,F,Silver,600.0,1,0
10139168,9,46,F,Tin,0.01,4,0
10139478,5,64,F,Silver,1000.0,6,0
10140964,6,68,,Silver,1000.0,4,0
10141642,5,,U,Tin,0.01,5,0
10141928,8,72,M,Silver,866.88,11,0
10142770,11,42,,Silver,1200.0,1,1
10144099,13,28,F,Tin,0.01,4,1
10144714,8,55,F,Silver,3000.0,6,0
10144765,8,35,F,Silver,500.0,1,0
10147047,6,44,F,Tin,0.01,5,1
10148817,4,66,M,Gold,9000.0,3,0
10148957,5,60,,Tin,0.01,4,0
10149228,7,48,F,Tin,0.01,5,0
10149589,7,55,F,Silver,500.0,9,0
10149651,10,50,F,Tin,0.01,8,0
10149783,13,43,M,Tin,0.01,7,1
10149864,10,68,M,Gold,7053.35,6,0
10150676,,69,F,Gold,6000.0,1,0
10152229,,44,F,Silver,50.0,4,1
10152423,12,49,F,Tin,0.01,4,1
10154779,15,57,M,Gold,5180.0,9,0
10155295,2,77,F,Silver,1000.0,0,0
10156097,6,,F,Tin,0.01,5,0
10156399,14,39,F,Silver,420.0,8,1
10157026,10,,M,Gold,16991.89,9,0
10157662,12,52,M,Silver,600.0,3,0
10158170,17,39,M,Silver,5000.0,7,1
10158359,5,,F,Tin,0.01,5,0
10159568,7,34,F,Tin,0.01,5,0
10160930,1,50,M,Silver,2000.0,11,0
10161783,7,46,M,Silver,1400.0,5,0
10163743,8,55,F,Gold,12000.0,8,0
10166262,9,55,F,Gold,14166.61,,0
10167803,7,73,F,Platinum,25257.46,9,0
10168702,9,61,F,Gold,7500.0,12,1
10168842,6,,M,Tin,0.01,9,0
10169377,15,49,F,Tin,0.01,11,1
10169881,6,43,F,Gold,6000.0,2,1
10171746,4,,F,Gold,12000.0,21,0
10171959,8,48,U,Tin,0.01,8,0
10173900,6,51,M,Silver,600.0,5,0
10173951,6,52,M,Gold,6000.01,8,0
10174567,5,43,F,Silver,5000.0,3,1
10174656,17,27,F,Tin,0.01,5,1
10175369,6,69,M,Tin,0.01,9,0
10176969,11,61,F,Gold,12000.0,2,0
10177353,10,43,F,Silver,5000.0,5,1
10177531,6,39,F,Tin,0.01,4,0
10177663,7,66,M,Platinum,30000.0,1,0
10178406,4,78,,Gold,12000.02,8,0
10178775,10,47,M,Tin,0.01,5,0
10179666,9,47,M,Silver,3000.0,1,0
10179933,,39,M,Gold,15000.0,1,0
10180524,9,67,F,Tin,0.01,5,0
10180869,7,,M,Silver,1000.0,4,0
10181393,9,42,F,Tin,0.01,8,1
10181458,6,56,M,Silver,3000.0,1,0
10181601,,42,F,Silver,0.02,8,1
10181970,8,68,F,Silver,50.0,11,0
10183159,7,48,F,Silver,600.01,8,0
10183442,8,46,F,Tin,0.01,5,0
10183884,7,48,F,Gold,6000.0,2,0
10184074,16,37,M,Silver,75.01,9,1
10184465,6,54,F,Silver,1000.0,1,0
10184651,9,37,,Silver,470.0,9,0
10184716,10,65,M,Gold,10598.78,26,0
10185291,10,44,F,Silver,2000.0,1,1
10185690,9,36,F,Tin,0.01,7,1
10185976,9,62,U,Tin,0.01,7,0
10186409,,41,F,Tin,0.01,5,0
10187162,9,68,F,Gold,8500.0,20,0
10187235,6,,M,Tin,0.01,5,0
10187456,9,37,F,Silver,900.0,1,0
10187928,12,30,F,Tin,0.01,5,0
10187979,7,78,F,Tin,0.01,4,1
10188525,10,77,M,Gold,12500.0,8,1
10189572,5,78,M,Silver,5000.0,32,0
10189661,10,74,M,Platinum,46445.22,15,1
10191801,6,,U,Silver,500.0,9,0
10192476,4,65,F,Gold,6000.0,2,0
10192557,11,54,F,Gold,18106.69,6,0
10193332,7,,M,Gold,9600.0,8,0
10193405,9,49,F,Tin,0.01,4,1
10193499,6,,F,Tin,0.01,5,1
10194215,4,54,,Gold,6000.0,5,0
10194398,6,42,U,Silver,300.0,9,0
10194630,9,59,F,Silver,2000.0,8,1
10194819,10,,,Tin,0.01,8,0
10195300,11,56,F,Silver,480.0,5,0
10195378,7,49,F,Silver,100.01,5,0
10196048,9,68,F,Gold,15000.0,6,1
10196145,6,37,F,Silver,500.0,4,1
10196463,10,52,F,Gold,6000.0,3,0
10196617,14,56,M,Silver,3000.0,5,0
10198539,24,37,,Tin,0.01,4,1
10198784,11,46,F,Silver,500.0,9,0
10199292,10,32,F,Gold,6000.0,4,0
10199373,7,65,M,Tin,0.01,8,0
10200436,9,52,U,Gold,8400.0,3,0
10200584,10,63,F,Gold,12000.0,9,0
10201068,8,39,M,Tin,0.01,8,1
10201734,8,63,F,Silver,500.01,9,0
10201904,12,49,F,Silver,3000.0,8,1
10202072,13,,,Silver,3000.0,3,0
10203834,,49,F,Silver,0.02,5,0
10204954,7,77,,Tin,0.01,13,0
10205012,10,61,M,Silver,2500.0,5,0
10205861,7,35,U,Tin,0.01,5,0
10206825,6,,M,Gold,6000.0,5,0
10209182,5,76,M,Gold,12000.0,2,0
10209514,5,56,M,Gold,6000.0,1,0
10209921,5,61,F,Silver,4000.0,5,1
10210288,14,36,F,Silver,1000.0,8,0
10210539,11,70,M,Gold,6000.0,14,0
10211128,3,77,,Silver,2000.0,5,0
10211268,,,F,Silver,3000.0,9,0
10212205,6,,F,Silver,97.17,1,0
10212655,,,F,Tin,0.01,6,0
10213538,5,46,,Tin,0.01,5,0
10213791,7,59,F,Gold,5400.0,9,0
10214119,4,42,F,Silver,0.02,8,0
10214917,11,,F,Tin,0.01,8,0
10215549,10,71,F,Silver,4525.0,11,0
10216383,10,53,F,Silver,600.0,9,0
10216634,8,74,M,Platinum,41000.0,11,0
10217150,15,65,F,Silver,3000.0,2,0
10217347,19,56,F,Tin,0.01,8,1
10218254,10,35,M,Tin,0.01,5,1
10219013,8,36,M,Silver,5000.0,11,0
10219366,14,44,F,Silver,600.0,9,1
10219552,8,69,M,Silver,2000.0,1,0
10219978,10,39,M,Tin,0.01,5,0
10221085,13,73,F,Gold,17088.81,9,1
10221727,,65,M,Silver,5000.0,2,0
10221891,6,59,F,Silver,2000.0,1,0
10222987,9,43,F,Silver,4000.0,10,1
10223606,8,36,U,Tin,0.01,8,0
10223754,15,55,F,Tin,0.01,8,1
10225412,,51,M,Silver,300.0,9,0
10226028,3,47,F,Silver,1420.0,8,0
10226680,6,54,F,Silver,1120.0,9,1
10226842,13,50,F,Gold,6000.0,3,1
10228152,10,61,M,Gold,6000.0,1,0
10228438,8,68,F,Tin,0.01,6,0
10229485,6,54,M,Gold,6000.0,4,0
10231196,7,39,F,Silver,1670.0,10,1
10231358,16,63,M,Gold,6000.0,1,0
10232400,3,65,M,Tin,0.01,8,0
10232621,6,61,F,Tin,0.01,5,0
10235361,12,61,F,Gold,6000.0,15,1
10237232,4,52,,Gold,9000.0,8,0
10237356,7,56,M,Tin,0.01,5,0
10239006,13,38,F,Gold,12000.0,2,1
10239324,6,63,F,Silver,3000.0,29,0
10239812,10,46,F,Tin,0.01,5,0
10242414,8,64,F,Gold,6000.0,1,0
10243380,12,59,F,Silver,4000.0,1,0
10245669,7,65,,Tin,0.01,8,0
10245871,2,47,F,Silver,1000.0,5,0
10246290,6,54,U,Gold,6000.0,2,0
10246959,9,58,M,Tin,0.01,5,0
10248625,6,77,M,Gold,9000.0,17,0
10250948,15,46,F,Tin,0.01,5,1
10251065,8,59,,Silver,3000.0,6,0
10253912,10,49,M,Tin,0.01,4,0
10254005,7,60,F,Tin,0.01,9,0
10254838,6,61,F,Gold,12607.64,7,1
10256091,15,53,F,Silver,3500.0,2,1
10256725,7,50,F,Tin,0.01,5,1
10259899,7,62,M,Tin,0.01,5,0
10260404,13,58,,Tin,0.01,7,1
10261133,6,49,F,Silver,1000.0,7,0
10262032,3,48,F,Tin,0.01,5,0
10262229,3,52,M,Silver,1000.0,10,0
10263950,12,41,F,Platinum,25217.12,1,1
10265767,16,36,F,Tin,0.01,4,1
10266623,9,56,F,Silver,200.01,8,1
10266771,5,,F,Gold,12000.0,2,0
10267166,13,47,M,Silver,300.0,9,1
10269967,11,44,F,Tin,0.01,5,0
10270418,15,65,F,Tin,0.01,7,1
10270515,10,50,M,Gold,11141.12,7,0
10273328,12,45,F,Tin,0.01,5,1
10274146,12,77,F,Gold,12000.0,16,0
10274235,8,67,F,Silver,500.0,8,0
10274383,8,72,F,Silver,3000.0,9,0
10277641,12,67,,Silver,3000.0,5,0
10278923,3,63,M,Silver,3850.0,16,0
10279768,12,69,F,Tin,0.01,6,0
10280448,9,35,M,Silver,50.01,7,0
10280898,12,39,F,Tin,0.01,8,1
10281320,5,30,F,Silver,50.0,2,0
10281517,6,56,U,Silver,3000.0,8,0
10282653,11,43,U,Silver,480.0,4,0
10283498,5,51,F,Gold,6000.0,6,0
10285113,13,32,M,Silver,1000.0,1,1
10286551,3,72,F,Gold,14000.0,11,0
10287310,8,31,,Tin,0.01,5,0
10288155,,63,F,Silver,250.0,4,0
10289178,7,64,F,Silver,3053.82,6,0
10290400,12,58,F,Silver,4600.0,5,0
10292691,11,,,Gold,6000.0,5,0
10295550,6,55,F,Tin,0.01,4,0
10296506,12,36,M,Gold,6000.01,11,1
10298053,11,,F,Gold,6000.0,1,0
10300414,,37,F,Tin,0.01,11,1
10301127,7,45,U,Tin,0.01,10,0
10301445,10,37,M,Silver,50.0,10,1
10304754,11,48,F,Tin,0.01,5,0
10305440,12,,F,Silver,1600.0,9,0
10306269,9,66,U,Gold,6000.0,31,0
10306471,6,33,M,Silver,500.0,10,0
10306765,10,43,M,Silver,3000.0,3,0
10307281,,66,F,Platinum,60225.0,4,0
10309519,12,72,,Platinum,20728.21,3,0
10309594,9,75,,Gold,12000.0,2,0
10310754,,42,,Silver,820.0,8,0
10311084,12,35,F,Tin,0.01,8,1
10311319,10,57,F,Gold,5053.82,6,1
10311661,6,58,M,Silver,50.01,8,0
10311882,9,64,M,Gold,5000.01,8,0
10312323,11,60,,Gold,6107.64,6,0
10313575,12,34,M,Silver,1000.0,4,1
10313729,13,50,M,Gold,6053.34,4,0
10314636,7,74,F,Silver,4884.25,8,0
10314814,5,54,,Gold,6000.0,2,0
10315063,13,,,Gold,6000.0,2,0
10315667,9,33,,Tin,0.01,8,0
10315888,4,68,F,Silver,4800.0,9,0
10315977,6,36,M,Tin,0.01,8,1
10316302,9,,U,Silver,2342.3,9,0
10316485,10,54,,Silver,5000.0,4,0
10318860,5,60,F,Gold,6000.0,2,0
10319603,8,37,M,Silver,1000.0,1,0
10320121,15,,F,Tin,0.01,8,1
10470220,9,41,,Silver,500.0,2,1
10476024,9,32,M,Silver,1000.0,5,1
10476695,6,65,,Platinum,24106.7,7,0
10478310,6,64,M,Silver,5000.0,9,0
10481125,8,57,F,Silver,3000.0,1,0
10482547,4,51,F,Silver,3500.01,5,0
10484078,6,72,U,Gold,6000.0,2,0
10485805,6,47,F,Silver,500.0,8,0
10497803,8,63,F,Gold,19050.0,14,0
10501401,3,50,F,Silver,2000.0,9,0
10505571,13,54,F,Gold,6000.0,23,1
10505865,16,35,F,Tin,0.01,5,1
10509453,8,31,F,Tin,0.01,4,1
10509976,8,67,U,Gold,9000.0,8,0
10513434,12,37,F,Tin,0.01,8,0
10517014,,48,F,Platinum,22712.98,8,1
10526196,8,43,F,Silver,0.02,5,1
10527567,8,49,F,Gold,6000.0,2,1
10533052,7,51,M,Silver,1600.0,5,0
10536310,6,51,M,Silver,1050.0,8,0
10537074,9,61,M,Gold,12000.0,21,0
10541853,13,67,,Silver,1500.0,6,0
10560963,9,,M,Silver,5000.0,4,0
10564993,9,51,U,Tin,0.01,8,0
10566643,8,49,M,Silver,2000.0,8,0
10567631,6,39,M,Silver,1000.0,4,0
10568972,7,49,,Silver,600.0,5,0
10570241,7,55,F,Silver,500.0,1,0
10570950,5,74,F,Tin,0.01,12,0
10573100,6,71,F,Platinum,20235.95,3,0
10576002,8,53,F,Tin,0.01,5,1
10576320,12,59,F,Silver,3000.0,3,0
10576460,,39,M,Silver,1250.0,9,1
10580123,7,54,F,Gold,6105.32,8,0
10582304,13,54,U,Gold,6000.0,4,0
10584161,9,32,F,Tin,0.01,6,0
10585869,6,53,M,Tin,0.01,5,0
10586121,11,43,F,Silver,1017.55,8,0
10587063,9,76,F,Gold,9000.0,8,0
10587624,6,66,F,Tin,0.01,5,1
10591079,4,63,M,Gold,6053.35,7,0
10595546,6,29,F,Tin,0.01,4,0
10598618,15,58,M,Silver,4000.0,,0
10600175,9,52,F,Tin,0.01,7,0
10603433,20,59,M,Silver,3000.0,3,1
10604065,7,40,M,Silver,1000.0,6,1
10605096,5,67,F,Silver,5000.0,8,0
10606653,8,39,F,Tin,0.01,5,1
10610243,,31,F,Tin,0.01,,1
10611150,8,75,F,Gold,7923.04,1,0
10614532,6,53,U,Gold,6107.64,6,0
10620788,10,,F,Tin,0.01,7,0
