Id,Title,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
0742623157,"A Christmas Carol, in Prose: Being a Ghost Story of Christmas (Collected Works of Charles Dickens)",88.94,A2CECV4WNEJO4Y,Dan of Arlington,0.875,5,1199577600,One of the pillars of the Christmas season,"A Christmas CarolIt was my goal this December to read to my children, ages seven, nine and 14, the Christmas Carol story by Dickens so that they would know the original before seeing the movie. I also thought this would be an accessible way for them to get oriented to English literature and prepare them for further reading.The requirements of the Christmas Carol book to be purchased were that a) it be new as opposed to a ragged used copy, b) it be unabridged, c) it have good drawings; and d) if possible it be inexpensive. I first looked in the library, but their book was checked out, and anyway I was looking to start a family tradition of reading the story every year with our own copy if possible. The Candlewick Press edition with illustrations by P.J. Lynch appeared to fill the bill; I bought it; and it delivered the goods. The book is nice and readable-sized, the illustrations good, the type pleasing. Thirteen bucks. I was immensely satisfied with the purchase.As to the fate of the reading, we handled one chapter per evening, there being five chapters; each took an hour or so to read. I found Dickens to be sometimes heavy going for the younger TV and video-generation kids to get a sense of what is going on. I did not recollect Dickens to be so when I read some of his works as a younger person, but apparently it's something you have to be exposed to and get to understand. Anyway I was happy to provide my children with the chance to get started. It gave me a measure of the gap between the reading preparation of today's youth versus my pre-Cambrian elementary and middle school days. On Christmas Day I showed them the George C. Scott version of the movie, and they all liked it. But all knew the basics from the book, which was my goal, even if the mid-1800s prose obscured many of the action points to the younger ones in their Sponge Bob and Hannah Montana mindsets.So the effort was a success, and this edition of the book did what I had hoped by delivering up an excellent presentation at a very low cost.Dan of Arlington"
0060981180,Mariette in Ecstasy,8.98,A3M6RVUVZOQZLB,"Judy K. Polhemus ""Book Collector""",0.7692307692307693,5,1207612800,"Glimpses of passion, of ecstasy","""Mariette in Ecstasy"" is a work of passion, a work of ecstasy, of faith, of doubt, of commitment, of agape love, the Devil, the sublime.Mariette Baptiste becomes a postulate in the Convent of the Sisters of the Crucifixion in New York in the early 1900's. Her sister, twenty years older, is Mother Superior. The convent is a place of religious devotion, days filled with prayer and service, farm work and quiet times devoted to the arts of keeping house. There is study for the postulates. It is a quiet life, a contemplative life. Everyone is part of the flow.Then comes Mariette and gradually the peace is disturbed. Not intentionally, mind you. Gradually. For you see, Mariette's palms begin to bleed, her feet bleed, her side bleeds. She goes into trances. Stigmata? Here in our simple cloister? Why would God visit such a miracle on us here in this obscure place?Ron Hansen has written a book of sublime faith, or is it faith? The prose is as lush and beguiling as Mariette's young body. He creates a kind of word art, designing his sentences to resemble single lines of nuns going into the choir loft, outside in the fields, going to the barn, picking grapes.Gorgeous prose takes away your breath: ""Horsetails of gray smoke rise from the candles at Vespers."" ""Blood scribbles down her wrists and ankles and scrawls like red handwriting on the floor."" ""She hears firewood wheezing and thudding apart inside the iron stove."" ""Easy water rustles over stones beneath a Queen Anne's lace of ice.""The hush of deception begins early. Again, wordsmith Hansen provides just a few lines at a time suggesting support of stigmata or its deception. The reader is held in quietly building suspense. This is a cloister. Expect no car chases here.That is all I can tell. Oh, one more thing. The last paragraph, the very last paragraph holds the key. The ending is absolutely stunning. I gasped and tears poured from my eyes."
1400102138,Beau Geste (Unabridged Classics in Audio),30.39,A1HM8O40E9UZGC,"J. West ""browniz""",,4,1223769600,Just as good as I remembered,"I read a Reader's Digest condensed version of Beau Geste when I was a child and it really made an impression on me. Many (many) years later, I was happy to discover that the full-length book was just as enjoyable to me as an adult as it had been when I was a child. It's a great, swash-buckling story with good characterization and witty dialog. It reminded me of Dumas's The Three Muskateers."
0830832130,"The Right Questions: Truth, Meaning and Public Debate",15,A1KGHWJ6RPD6OJ,"Vernon Green ""Vernon""",0.24390243902439024,1,1134432000,A disappointed and ashamed Christian.,"This author has gotten one thing right: scientific discoveries and theories should be questioned. In fact, any scientist who says otherwise is rather disingenuous. Science is all about questioning pre-existing knowledge. That's how it grows and, with observation, experimentation and logical reasoning, is part of how new knowledge is acquired. That's what Charles Darwin, Albert Einstein and anyone else who has made scientific discoveries did. There is a point however where the questioning continuously leads to the same conclusion, which is the point where concepts such as evolution and relativity are now. Where creationists/intelligent designers fail is in assuming that simply raising questions provides evidence to the contrary of what you are questioning. It does not. If there is an ""intelligent designer"" you need to do more than simply point out that there are aspects of evolutionary biology where further research is needed. What you have to do is provide research that provides evidence for any alternative that you propose. Simply raising questions is not enough. You need to provide evidence for an alternative claim. Without such evidence, creationism cannot be considered science, and thus, has no place in a science classroom. Furthermore, you must be willing to subject yourself to - and to encourage - the same process of questioning of your ideas. I am a Christian who has no problem with this. I don't need to lie to children to keep my faith strong. I don't need to confuse them about what constitutes scientific knowledge. I can accept that evolution is the way God created the world. Why He has chosen to do it that way is for Him to know. I don't trust anyone who says they know what God thinks. I don't trust anyone, such as this author, who feels he has to mislead people about scientific knowledge in order to have faith in God."
0837316200,Deputy United States Marshal (Career Examination Series : C-1620),39.95,A17IIJ8O773358,Chris,,1,1342742400,Obsolete test preparation,"I recently took the test that this book was meant to prepare someone for, and apparently this book was made for the older test that is not used anymore. This was a complete waste of money. Don't buy unless you collect test preparation booklets."
0310925509,Face to Face: Praying the Scriptures for Intimate Worship,8.37,A3W162WZYJRMBI,"Edward J. Vasicek ""Author, pastor, columnist""",0.9545454545454546,5,983232000,Best of Boa's Prayer Books to Date,"This prayer book is the best all around prayer book for daily personal (or even family)use. The Scriptures are addressed back to God and arranged by category (with direction to add certain categories of requests inbetween the sections). This adds structure to ones prayer life and breaks the monotony of ""grocery list"" praying. This one is a little longer than, ""Praying the Scriptures for Spiritual Growth"" or the ""Simple Prayers"" books; in my own personal devotions, it takes me about 7 minutes per daily prayer segment.Boa has written several prayer books, all great, all solid. This is my favorite to date."
0553213377,The Three Musketeers (Bantam Classic),6.95,AAXG979G824VC,Jeffrey,,4,1039132800,An Action-filled Classic,"The Three Musketeers by Alexandre Dumas is filled with action in the form of conflict &amp; sword-fights. Set during the reign of Louis XIII &amp; Cardinal Richelieu in France, D'Artagnan seeks enrollment into the Musketeers. But the plot thickens as he courts a woman. There is even more conflict as Milady, a beautiful but demon-like woman, is hunted down by D'Artagnan &amp; company. D'Artagnan also faces several sword-fights against the Cardinal's Guards, and conflicts with the Cardinal himself. There is action on almost every page, and I recommend The Three Musketeers to those looking for an action-filled classic!"
0976157314,Easy HTML-DB Oracle Application Express: Create Dynamic Web Pages with OAE (Easy Oracle Series),39.95,A2NHERI3W195Y,Anthony L. Bowers,1,5,1163030400,Excellent book to learn Apex development.,"The book is great. Much better than tutorials, etc. that are available from Oracle or the Web. I refer to it all the time.One very important aspect is that the author explains the WHY. You don't just click settings, etc. and wonder why you did. Knowing the why behind doing things the way you do is very important to me. Certain chapters are for how to and some are for reference. It's a good mix.The later chapters are not as informative as the first ones, but if everything were spelled out in detail it would make the book much longer. I would like to see the author publish a book on high level concepts."
0847825043,The Rage and the Pride,9.56,A2P9VTC58ZIZGR,Yoram Kol,0.8,5,1057363200,Free thinker with deep feelings and a real expression,"Oriana Fallci discusses her attitude twards Islam in light of September 11th and contemporary events. What makes Oriana Fallaci so special for me is that she is a liberal, leftist, in the old European sense that doesn't belong politically to anybody and thinks for herself. She got tremendous knowledge in her disposal and a life experience thousand times of mine. Her emotional capacity is compared with her intellectual and they both compliment each other. Since I started reading this book I couldn't put it down accept when it gets too overwhelming."
0877880301,Good and Angry: Exchanging Frustration for Character in You and Your Kids!,10.19,A3SDJ2V73H4508,Martha,0.8888888888888888,5,1037750400,A very practical parenting resource!,"Good and Angry is a very practical approach to a universal parenting struggle. It should be at the top of your list if you want a family with more peace, honor and respect and less tension, manipulation, arguing and frustration. The book deals not just with helping children identify and deal with their own anger, but also with constructive solutions to our own anger as parents.Each chapter concludes with questions and review, which makes the book very easy to use for reading and discussion groups. The book is written from an unashamedly Christian viewpoint, but the concepts are so universal and practical that I would recommend it to all."
0070229880,LSC History of Rock & Roll (CPSZ) (College Custom Series),47.89,AQ8H93CX39XJ,Katie Webb,,5,1356825600,history of rock,"We used this book for a high school level, homeschool class. My daughter LOVED it! Thank Prof Gass for sharing this wonderful book!"
1593350678,Birthright,24.95,A2ZCGYS6FLZXSI,Queenie,,5,1087862400,The Best of the Best,"This is probably one of Nora Robert's best books! This book was also the first of the Nora Robert series I've read and this is the book that got me totally hook to Nora Robert's series.Callie Dunbrook is an argeologist and one that is stubborn. But when a man that's trying to build a building discovers a thousands of years old site. So, with some difficulities, Callie was forced to work with he ex, Jake, again. First it was bumpy but as time goes on, Callie discovers something that shakes that hot head of hers. It seem to be that she was adopted in an illegal adoption. Through hard times, Callie along with her Jake finds the answer to the questions. And meanwhile doing so...falls back into the one person's arm so never knew she would. Jake"
0520082842,The Invention of Argentina,26.9,A3LBO11N4R2Y6Q,Alvaro Javier Isla,0,3,1156204800,300 year in 150 pages,"Good compresion of history, but will all the limitations of such concentration of events."
042514321X,The Novice's Tale (Sister Frevisse Medieval Mysteries),7.99,A2G3P1TOE7MRF9,Nadine Harris,0,2,1334620800,Clunky and slow,"Not much of a mystery here. The guilty party is very obvious from the start. But that wouldn't have been a problem for me if the book were very well-done. My major complaint is that it meanders and stalls and repeats endlessly. Nothing happens while the characters drive one to distraction with the tedious rehashing of all the dull facts, page after page. The writing itself is fine and the characters are mostly well-done, but quite uninteresting. Perhaps this series improves later on but this first number is well worth a pass."
0972030107,There is Eternal Life for Animals,13.99,A28X8T3Q0SVFX8,M. Harding,1,5,1355184000,FOR MY SMOKIE AND MY PEACE OF MIND,"The most precious and loved thing in my life, I had to say good-bye to 8/7/07...and I still miss him...I have always believed that our 4 legged family members have souls, and like us, go to the 'other side' where life is beautiful....Knowing my kitty is free of the illness, pain, etc., means so much to me. I have seen him twice, and my Leo has followed him through my apartment, the exact route Smokie always took, to the door..then Leo would stand there and look around, like, where did he go...One day I will cross that bridge, and the one thing I want more then anything else...to hold, kiss, and see my Smokie again...one day.This book will help give you peace of heart and mind...."
0738206008,Success With Heart Failure: Help and Hope for Those with Congestive Heart Failure,20.95,ADKLXWXATR7XV,Ralph T. Rehwoldt,1,4,1151452800,Heart failure survival,"Although much of the information in this book was given to me at the hospital, it is an excelent review and fills in an abundance of additional stuff. The ""whys"" and ""what to do"" and prognosis are given, along with encouragement. It covers the present stage of cardiology and delves into the future advances. Specialized sections, like for caregivers, is indeed helpful. There are directions for getting additional information from books and on the Internet. This is the last additon that Marc Silver intends to write. He states that so much material is showing up on the Internet that a book is not needed. The problem with information on the net is that it is scattered about at different sites, so get the book while still in print. I recommend it."
0451204751,Revenge is Best Served Cold,20,A213UX6PHM93TT,barney sass,1,5,1003276800,Revenge Is Best Served Cold,"I've never submitted a review to Amazon before but I just read ""Revenge Is Best Served Cold"" and loved it so much that I thought others should know!""Revenge"" was a highly entertaining book with not one but two compelling main characters (Morgan and Dakota) and a cunning foe (Blake St. James) whose sole mission is to charm and disarm---while he's quietly plotting their demise .In the process,he turns their lives upside down but not before they exact their 'revenge'. I won't give away the plot but trust me,they've got to use all of their feminine wiles to put Mr St. James in check.If you're running the rat race (like me!) there are plenty of references to the good life that Morgan and Dakota have worked so hard to achieve--fancy restaurants,fly cars and the finest of clothes---and I'm not mad at them! I would expect no less from two successful professional women running the fast track in New York City circa 2000.If you're the romantic type, (like my wife) the portrayal of the relationships between the main characters and their mates are realistic and very well done.Even though I'm not from New York the vivid descriptions from chapter to chapter made me feel like I was part of their posse.There was just enough suspense,action and sex (the sex scenes are HOT!....and I do mean HOT!) to allow me to breeze through ""Revenge"" in no time (took me two days.....).My wife started reading ""Revenge"" last night and she can't put it down.If you're looking for an escape from the tension of today's world events,I would highly recommend that you RUN (don't walk....) to your nearest bookseller and pick up ""Revenge"" right away!You won't be disappointed!"
080541858X,Introducing Christian Ethics,19.99,A1PWBDR31FL8G2,David E.Brown,1,5,1003363200,An Excellent Bible Foundation of Christian Ethics,"Upon reading &quot;Introducing Christian Ethics&quot; by Barnette, I was very much edified and delighted. The author takes you step by step from early Old Testament ethics through New Testament ethicsbacking every chapter with Holy Scripture. I fully endorse this text for any Christian library or even non-Christian seeking God's truth. The book reaches it's pinnacle of strength when the author describes the chapter &quot;Content of Christ's Ethics&quot;. This very high standard of our Lord Jesus Christ is defined in the &quot;Sermon on the Mount&quot;. The author literally defines each of the beatitudes of Jesus leaving the reader lost in wonder and virtually stunned with Gospel power. Also the &quot;Marriage and Family&quot; chapter backs with Scripture the primary reason for marriage is companionship and then procreation. The author simply exceeds his intended purpose and out does himself. A great book."
0736656510,Fifty Acres And A Poodle,56,A23634ZM0UZ52S,"hassnick ""hassnick""",1,4,1013472000,Funnier than I expected,"What a hoot! I'm not usually the type to laugh out loud when reading a book. But laugh I did. And laugh. And laugh. And almost cried a bit, too.I'd expected _Fifty Acres_ to be a bit more...earthy, somehow. The author and her significant other are pretty clueless when it comes to farming and country living. Being clueless myself, this made for interesting reading. But I must take issue with other reviewers who have said that Laskas ""throws everything away"" to move to a farm. They really don't throw much of anything away except Pittsburgh's rapid transit. They install four phone lines, a satellite dish, and both continue their respective careers. There's nothing wrong with it, just different from what I'd expected.Perhaps the funniest thing in the story is they author's descriptions of their animals. She's got a real knack for anthropomorphizing: Betty the ""movie star"" mutt, Marley the groudhog-killing poodle, Bob the dying cat. Funny stuff.Don't expect _Fifty Acres_ to be some sort of ""Farming for Dummies"" book. Rather, read along while the author and the others discover their ""inner hick."""
0060012234,Geography Club,7.98,A20D1GC48GWNE4,"KAT ""Georgianna S. Gatcomb""",,5,1252627200,one of the best books ever,"I couldn't put it down. The truth, fantasy, and romance make for an exquisite read."
B000BHA3QS,Blood Brother: 33 Reasons My Brother Scott Peterson Is Guilty,10.38,AT9U5ZE5OO84C,"M. Kooiman ""nerdette""",0.75,4,1173052800,"Not well written but still a ""must read""","You've seen in other reviews that this book is not well written and that's true. However, as you read about Scott Peterson and the family he grew up with, you start to recognize the story of a monster. Anne Bird probably wrote this book as therapy to come to terms with the horrors of forming a bond with a long lost brother only to come to the slow realization that he was not what she thought he was. Anne fills in the gaps of the real life story about a man living two lives and a family that continued to ""forgive"" him despite the horrors of what he'd done.It took a lot of courage for Anne to say that Scott Peterson murdered his wife and unborn child. Don't judge this book on the quality of her writing, but on the content of what she has to tell the world."
0596007094,Modding Mac OS X,16.45,AG35NEEFCMQVR,W Boudville,0.875,4,1098835200,go further,"Aimed at a Mac user who wants more personalisation of her OS X machine. Sadun immediately jumps into showing how to tweak your Desktop. Like changing the background and screensavers. For both, you can even import external files if you're not satisfied with what Apple offers. Plus many other options that most users never avail themselves of.To be sure, linux/unix and Microsoft machines have also had similar options for years. But the Mac tends to do it so elegantly.Much else is covered by the book. There are several examples of internationalisation. She shows how an application bundle is a directory with subdirectories of local specific data like text, audio and video, arranged in a very logical fashion. You can get an appreciation for what it means to have a program be used in a global way.Plus, you can ease into unix. Unlike simpler Mac books, Sadun describes extensively how to use the command line to delve deeper into the system."
0965800768,Horse Owners Guide to Natural Hoof Care,20.71,A36XN5TVRFAKM4,Ross A. Radzykewycz,1,5,1130803200,Just What I Needed!,"I've been trimming my own horses' feet for over ten years but I had been using methodology common to farriers preparing the hoof for the application of shoes. This book took me to the next level, and took me there immediately. The methodology is simple and concisely explained in a very comfortable style.I purchased a lame mare and had worked diligently on her feet for two years with no real positive outcome. The difference after I started applying the methodology described in this book, although not an ""overnight miracle,"" has returned this mare to a much sounder state. She no longer appears to limp whenever she walks and her good progress continues. My son rides this mare barefoot over rough and rocky areas and she performs without any of the signs of her previous lameness. My other horses have benefited as well. Their hooves have never been healthier and stronger. This book is just what I needed to allow me to keep my horses' hooves in top condition."
1584281251,Master Lighting Guide for Portrait Photographers,16.39,A281T8MXBOSWY5,granger,,5,1210032000,Just what it says,"Everything you'd like to know about lighting. This book really gets into the specifics. Explore the effects of lighting ratios, different light modifiers etc. - in great detail with clear examples. Thorough lighting diagrams throughout."
0152050817,Ice Drift,16,A393SW83L4WH3G,"mcHaiku ""nmi""",0.5,5,1191110400,*HIGH ADVENTURE SERVED UP WITH RAW MEAT*,"Theodore Taylor, author of gripping adventure stories (""The Cay"" - #044022912X) has written a tale filled with familial warmth and cultural nuggets, ""ICE DRIFT."" It centers on life among the Inuit in settlements north of Baffin Island. Their living arrangements & diet are of particular interest. Foods such as 'blood pudding' are mentioned, and also the unusual talent of 'throat singing'.As the niece of an Antarctic explorer who died in an igloo while doing climate studies for the government in 1950s, I am curious to know why a Horn Book reviewer described Theodore Taylor's book as ""a routine survival story""! That has to be an oxymoron? Some tales of discovery may suffer from excess 'embroidery' but Taylor has authored a winner that will reach an audience far wider than the targeted middle graders. (In a different way Andrew Revkin's book ""The North Pole Was Here"" - #0753461382 - shows how global warming has caused drastic changes in the Arctic Circle).Two young boys find themselves adrift on a narrow floe in the Greenland Strait after an iceberg breaks loose. Just staying alive is their aim but to somehow draw attention of rescuers competes for top attention. Ten year old Sulu peppers his older brother Alika, asking anxiously about what their parents might be doing at that moment, or, questioning how long it will take before someone sees them float by. Taylor's descriptions of the brothers show them deeply anxious for each other's welfare; Alika, who becomes fifteen during the long ordeal, is especially sensitive to Sulu's different personality and interests.Decades later we are asking how these people & their culture have survived arrogance and power grabs, as well as all the environmental mistakes that have been made, primarily by governments and corporations. Taylor's book ""ICE DRIFT"" is not about a government's inhumanity (as described in Melanie McGrath's ""The Long Exile"" - #0007157975) but is a tale of boys adapting to the worst circumstances imaginable with courage and fortitude, drawing faith from what their Shaman has taught.In Capatin Thierry Mallett's book (""Plain Tales of the North - #B00008639AE, published in 1925 & 1925) a similar quandary is faced by two even younger brothers. Both stories may have been inspired by an incident recorded in 1868. Moving at a fast momentum these tales will grip your interest and propel readers to satisfying conclusions. This reader/reviewer gives each high marks and will soon be recommending more books, and films, on the exciting subject of ""poles apart""."
157071777X,The Wealthy Spirit: Daily Affirmations for Financial Stress Reduction,13.59,A1K23FCNXGMV35,Laura P.,0,5,1152316800,Helping every day to create more money and happiness,"Chellie Campbell's book of affirmations is powerful, inspirational and fun. She understands the power of our attitudes and beliefs and helps us find our best and use them to create what we want. I recommend it highly."
0380800829,"The Duke and I (Bridgerton Series, Book 1)",7.59,AJ2VCT7CIFKOV,CHRISTINE E MORRIS,,4,1360713600,I enjoyed this from beginning to end.,This was a fun read. You will fall in love with the characters. Left me wanting to read more about the Bridgerton Family.
0517884070,The Psychic Pathway: A Workbook for Reawakening the Voice of Your Soul,12.89,A3ET24MY3W4JG4,"Jonni L. Vann ""Jon""",0.8181818181818182,5,1153958400,Sonia Choquette is wonderful!,"I love all of Sonia`s books. They are the easiest to read and most enjoyable ""self help"" books I have ever read. I would recommend her books to anyone even if they aren't on a spiritual path to learn how to be psychic.Her books are a gift and I am always sad when they end."
0595386520,An Irregular Girlhood In Hitler's Shadow: A Memoir,17.95,A3LE98UXBSAVRZ,F. Mander,,4,1152921600,Growing out of Hitler's shadow,"""A book......that wishes to mount the canvas on which a family portrait is painted."" Haldy Regier indeed succeeds to do just that and in the process takes us through upheaval, tension and stoic resolution not to let life crush those who travel the road. She paints a picture with tenderness as well as resolution of a family who, like countless others, was dealt a difficult hand and found its unique and creative way of dealing both with challenges that were personal to this group of people as well as those that many German families faced in some shape or form.The remarkable aspect of this story is in the way it is told. Throughout the narrative it is clear to the reader what a path the author has travelled herself not only in sheer geographical miles but in understanding and coming to terms with her own circumstances over which she had no influence throughout her girlhood. It shows the searching questions the author has posed herself and holds the reader in thrall as s/he learns of the events and the meaning she makes of these events. A book showing the personal development of a human being shining through the fast paced narrative."
0446530670,Paths are Made By Walking: Practical Steps for Attaining Serenity,35,A3AR15TR44DPAH,Richard,1,5,1082073600,Paths,I really enjoyed the book. It was a nice blend of science and reflection. What I found to be unique was that the author provided a step-by-step guide to help resolve emotional hijackings. I have recommended this book to several of my friends who also found it valuable. One of these friends has complained to that therapists have told her what to do but not how to do it. She loved the practical steps outlined in this book. She tells me that she refers to the book often.
0976571501,The Amazing Liver & Gallbladder Flush,24.95,A3A210AAQ3AVXW,"Theresa W. ""Theresa""",1,5,1266710400,Everyone needs this book!!!,"I originally had loan of this book from a colon hydrotherapist. I immediately bought it and have done this very natural flush many times, each time very successfully. I have purchased the book for friends on several occasions and lent it to others as well. I get very excited when I think of how the simple, yet precise, instructions in this little book can achieve such amazing result. The background material is very educational as well. You need this book!"
0312992416,"Kiss of the Night (Dark-Hunter, Book 5)",7.99,A3MCZN6T9QVNT6,Underworld Love Addiction,,4,1321833600,Lots of twists and turns,"Wulf is an ancient Viking warrior who has been cursed so that no human can remember him within 5 minutes of him leaving. Luckily, the Dark Hunters and most of the other immortals can remember him, as well as anyone in his direct bloodline. Unfortunately for him, there is only 1 member of his blood line left and he is extremely over protective of him. When he meets Cassandra, a woman who can actually remember him, he starts to have some rather erotic dreams about her. Cassandra is having the same dreams and they are feeling a little too real for her. Wulf wonders if these dreams could be happening for real in an alternate dream realty and finds himself very intrigued with Cassandra. As he soon finds out, she turns out to be the heiress to a cursed race. This race is destined to die at the age of 27 unless they kill and take in human souls to remain alive as Daimons. The Dark Hunters were born to hunt Daimons and this makes their situation a touchy one. If she becomes a Daimon, it will be Wulf's job to hunt her down and kill her, but if she doesn't she will die a very painful death on her next birthday. Just to mix things up a little, there is of course lots of interference from the gods too.I thoroughly enjoyed this book. The inner struggles with Wulf and Cassandra were intense and definitely gave us a deeper look into the lives of the Apollites and Daimons. So far, we've thought that all Daimons were bad, but as it turns out it's not quite so cut and dry. As usual we got more information to piece together about Acheron. I really can't wait for his book, that is one mysterious and intriguing man (and I use the term man very loosely). With so many Dark Hunter books, I was afraid when I started that they would all blend together but that surely has not been the case. Sherrilyn Kenyon continues to find unique stories to take each of these Dark Hunters on. I like that we get some reoccurring characters from book to book as well. I really liked Wulf but there were a lot of new characters in this book that we hadn't met before that I really liked too. I'll be intrigued to see where Ms. Kenyon takes us in the next book when we see a little more into the Were-hunters too."
0813539730,The Feminist Memoir Project: Voices from Women's Liberation,25.95,A3IHG00JS8JTJ1,J. Van Ingen,1,2,1216684800,interesting memoirs marred by tiresome editors,"A lot of the personal essays in here from women who were on the frontlines of the `70s feminism are interesting. But the editors are tiresome. The best thing that can be said is they didn't get out of their own way. Their ""dissection"" of people's personal lives is unnecessary--readers (especially the college-aged readers this book is undoubtedly intended for) are intelligent enough to form their own conclusions. And why do the editors focus solely on black and white relations--what about Latinos, Asians, Native Americans, and Arabs? And why not a single essay from a feminist with a disability?Also, the editors disbelief at one of the memoirists' moving story about marching in the civil rights movement with her father is especially offensive."
0525244581,The Tao of Pooh,13.57,A31CFGPOQF1MR8,sandra lapekas,0,5,1019433600,Playful use of Knowledge,"Hoff uses Pooh Bear and all of the other characters from Winnie the Pooh to ease a seeker into understanding Buddhism, Taoism and the general balance of the universe, a little bit better. This book was different from many other books on Buddhism/Taoism, in that it is playful and imaginative, rather than concrete and absorbed in discipline and standards. I think that this is a great read for anybody interested in the Asian religions, who also can appreciate the cute, yet meaningful metaphors that Hoff offers within this book."
0131872788,A Brief Tour of Human Consciousness: From Impostor Poodles to Purple Numbers,10.17,A3VKSHNFTWTCD2,"Siamak Hejabian, B.S.",,5,1355184000,Mind-Blowing Explanations Behind Neurological Mysteries,"The book A Brief Tour of Human Consciousness: From Impostor Poodles to Purple Numbers written by Dr. Ramachandran is easy to read and understand for people with a range of scientific knowledge. The author explains a variety of neurological conditions in a very simple manner. Dr. Ramachandran has published many books such as Phantoms in the Brain: Probing the Mysteries of the Human Mind, The Encyclopedia of the Human Brain, and more than 120 articles about his research of the brain. His findings have opened up many doors toward better understanding of this simple-looking but also most complicated organ in the entire world, the human brain. The author in this book provides simple yet satisfying explanations for the cause of many seemingly complicated and challenging neurological conditions such as capgras delusion, phantom limb syndrome, and synesthesia.The author covers a wide spectrum of topics within the book's five chapters, but two recurring themes run through all of them. The first broad theme is that by studying neurological syndromes, we can acquire novel insights into the functions of the normal brain and learn how the normal brain works. For example, patients with capgras syndrome hold a delusion that a friend, a pet or a family member has been replaced by an identical-looking impostor. Dr. Ramachandran in this book explains that a neuronal connection between vision and emotion is cut since these patients do not experience the syndrome when they only hear their family member's voice. Examples and explanations similar to the capgras syndrome prove the existence of the first theme throughout the book. The second theme is that scientists can use evolution as a tool in understanding brain function. For instance, the author proposes laughter as nature's signal for ""okay,"" and he provides a mechanism for it by explaining that humans laugh when the anterior cingulate, a part of the brain, does not receive potentially dangerous signals.What does an amputee who still feels a phantom limb have in common with an avant-garde artist, or a schizophrenic who claims to be controlled by alien implants, or an autistic child who can draw a hyper-realistic horse? According to the author, the answer lies deep in the physical structures of the brain, and this book offers a thought-provoking survey of his area of research. Through examples, anecdotes and conjecture, Ramachandran aims to make neuroscience more accessible to a broad audience by providing simple explanations. In this book he succeeds admirably, explaining how the roots of both psychological disorders and aesthetic accomplishment can be located in the various regions of the brain and the connections (or lack thereof) between them.Explaining interesting conditions such as the phantom limb syndrome makes this book a unique source of information for people who want to find out more about them. Dr. Ramachandran devised mirror therapy to help amputees suffering from phantom limb pain, an agonizing experience in which patients feel pain in their missing limbs. By placing a mirror to reflect the existing limb in a position that makes it look like the missing one, the brain's distorted image of the phantom can be changed. When the amputee moves the existing limb into a comfortable position, the reflection in the mirror, the phantom limb, seems to move with it, and pain in that missing limb often disappears, sometimes forever. Some powerful techniques and treatments such as this are included in this book to give the readers an insight into today's advanced therapies in treating neurological conditions.This book provides a plausible explanation for mysterious conditions such as synesthesia, a condition in which multiple senses are activated with a stimulus that is perceived. The author most specifically focuses on color synesthesia, in which viewing black and white numbers on a page evokes the experience of seeing different colors. Based on his previous work on phantom limbs, Ramachandran suggested that synesthesia may arise from a cross-activation between brain regions. In this book he explains that color synesthesia is caused by hyperconnectivity between color and number areas at different stages in processing. For instance, patients with lower level of synesthesia may have cross-wiring (or cross-activation) within the fusiform gyrus (a structure in the temporal lobe of the brain), whereas patients with higher level of synesthesia may have cross-activation in the angular gyrus (a structure in the parietal lobe of the brain). I strongly believe that these types of discoveries and explanations are what make this book a unique source of information for readers interested in neuroscience.Towards the end of his book, Dr. Ramachandran provides a summary of previous chapters as well as discusses how some neuroscience phenomena might relate to some of philosophy of mind questions about free-well, self-awareness, and qualia, while simultaneously predicting that some major changes will take place in the future of science. However, the author never directly answers any philosophical questions, but rather opens up the discussion and leaves it up to the readers to decide whether neuroscience or philosophy has been most beneficial to people. He also believes that by observing what has happened in the past, he can predict that there will be major changes taking place in the field of science, especially neuroscience. I believe that the author, in this section, is trying to persuade his audience to keep up with future research and publications in neuroscience.A Brief Tour of Human Consciousness: From Impostor Poodles to Purple Number is an excellent book that provides much insight into several mysterious neurological conditions. Dr. Ramchandran includes observations and discoveries derived from his own direct interactions with his patients. Readers will find it very interesting and pleasing to see how simple explanations and mechanisms can make the understanding of complicated neurological conditions an easy task for people regardless of their scientific knowledge. The author is very optimistic that there will be many new discoveries about the human brain and its amazing power, and encourages the reader to learn about them. I have added this book to my collection of best scientific books, and I am very positive that you will do the same after reading it."
0687343240,The Myth of the 200 Barrier: How to Lead through Transitional Growth,15.52,A3HPLSERDV9O38,F. Wesley Shortridge,,5,1179273600,Church Health Breaks Barriers,"Many resources on the 200 growth barrier in churches focus on the barrier. Sometimes, it makes the barrier seem so large that it is impossible to get through. Martin instead focuses on the underlying health of the church in transition and gives practical advice for increasing overall church health, structure, and thought processes. It also focuses on the stress of living in a transitional sized (140-225) church environment.Martin takes a real look at this dynamic without the pep talk mentality of many other resources."
1580627560,Why Men Love Bitches: From Doormat to Dreamgirl - A Woman's Guide to Holding Her Own in a Relationship,10.85,A3E5B8956BTEC2,"L. Nichols ""LN""",,3,1356480000,WOW,Book is very interesting and a lot to take in. But gives you some inside on lessons to learn and to see what you are doing.
